Ensembl_gene_identifier	length
ENSG00000139549	4701
ENSG00000139567	5040
ENSG00000139572	2043
ENSG00000139574	592
ENSG00000139579	2218
ENSG00000139597	6053
ENSG00000139610	952
ENSG00000139613	8555
ENSG00000139618	12273
ENSG00000139620	3386
ENSG00000139624	6749
ENSG00000139625	7971
ENSG00000139626	4481
ENSG00000139629	7347
ENSG00000139631	4390
ENSG00000139636	6047
ENSG00000139637	2509
ENSG00000139641	5493
ENSG00000139644	6186
ENSG00000139645	8820
ENSG00000139648	2265
ENSG00000139651	9063
ENSG00000139656	824
ENSG00000139668	16197
ENSG00000139675	1372
ENSG00000139679	4348
ENSG00000139684	3401
ENSG00000139687	6452
ENSG00000139697	11124
ENSG00000139714	3856
ENSG00000139718	8314
ENSG00000139719	7493
ENSG00000139722	5953
ENSG00000139725	6181
ENSG00000139726	3576
ENSG00000139734	7442
ENSG00000139737	4133
ENSG00000139746	10122
ENSG00000139767	8851
ENSG00000139780	1088
ENSG00000139793	4908
ENSG00000139797	1376
ENSG00000139800	4639
ENSG00000139826	5338
ENSG00000139832	1518
ENSG00000139835	2916
ENSG00000139842	7869
ENSG00000139865	8361
ENSG00000139874	4295
ENSG00000139880	3748
ENSG00000139890	2305
ENSG00000139899	2562
ENSG00000139908	1924
ENSG00000139910	10046
ENSG00000139914	1355
ENSG00000139915	7753
ENSG00000139921	4499
ENSG00000139926	9416
ENSG00000139946	6278
ENSG00000139970	6209
ENSG00000139971	7565
ENSG00000139973	15234
ENSG00000139974	5147
ENSG00000139977	7653
ENSG00000139985	2658
ENSG00000139988	2356
ENSG00000139990	8295
ENSG00000139998	5015
ENSG00000140006	3209
ENSG00000140009	9337
ENSG00000140015	12320
ENSG00000140022	7812
ENSG00000140025	8302
ENSG00000140030	4522
ENSG00000140043	8072
ENSG00000140044	6235
ENSG00000140057	5001
ENSG00000140067	2202
ENSG00000140090	14412
ENSG00000140092	4973
ENSG00000140093	5472
ENSG00000140104	5225
ENSG00000140105	6358
ENSG00000140107	1799
ENSG00000140153	7328
ENSG00000140157	3505
ENSG00000140199	10056
ENSG00000140254	3721
ENSG00000140259	2373
ENSG00000140262	9446
ENSG00000140263	6159
ENSG00000140264	7347
ENSG00000140265	6634
ENSG00000140274	2554
ENSG00000140279	9834
ENSG00000140280	2074
ENSG00000140284	2802
ENSG00000140285	6657
ENSG00000140287	3956
ENSG00000140297	6475
ENSG00000140299	7969
ENSG00000140307	3204
ENSG00000140319	2005
ENSG00000140320	5196
ENSG00000140323	12754
ENSG00000140326	5448
ENSG00000140332	12634
ENSG00000140350	7544
ENSG00000140365	6779
ENSG00000140367	3852
ENSG00000140368	4468
ENSG00000140374	5031
ENSG00000140379	1089
ENSG00000140382	6403
ENSG00000140386	11610
ENSG00000140391	8506
ENSG00000140395	7279
ENSG00000140396	10026
ENSG00000140398	6938
ENSG00000140400	9142
ENSG00000140403	6591
ENSG00000140406	4845
ENSG00000140416	12876
ENSG00000140443	13941
ENSG00000140450	4072
ENSG00000140451	4656
ENSG00000140455	7764
ENSG00000140459	3491
ENSG00000140463	4149
ENSG00000140464	12657
ENSG00000140465	3435
ENSG00000140470	8242
ENSG00000140471	7790
ENSG00000140474	3516
ENSG00000140478	3455
ENSG00000140479	13239
ENSG00000140481	7067
ENSG00000140488	3588
ENSG00000140497	5000
ENSG00000140505	2728
ENSG00000140506	4108
ENSG00000140511	3524
ENSG00000140519	2607
ENSG00000140521	5980
ENSG00000140522	1985
ENSG00000140525	7766
ENSG00000140526	10345
ENSG00000140527	4068
ENSG00000140534	8402
ENSG00000140538	26750
ENSG00000140543	6853
ENSG00000140545	6837
ENSG00000140548	4936
ENSG00000140553	7498
ENSG00000140557	5903
ENSG00000140563	12978
ENSG00000140564	4728
ENSG00000140575	11535
ENSG00000140577	10814
ENSG00000140598	4740
ENSG00000140600	3363
ENSG00000140612	5748
ENSG00000140623	2100
ENSG00000140632	5470
ENSG00000140650	7645
ENSG00000140675	4468
ENSG00000140678	7074
ENSG00000140682	5403
ENSG00000140688	3630
ENSG00000140691	5545
ENSG00000140694	4382
ENSG00000140718	21379
ENSG00000140740	5217
ENSG00000140743	3948
ENSG00000140749	3532
ENSG00000140750	9879
ENSG00000140795	9522
ENSG00000140798	8699
ENSG00000140807	17425
ENSG00000140829	6361
ENSG00000140830	3170
ENSG00000140832	6446
ENSG00000140835	2669
ENSG00000140836	22594
ENSG00000140839	3143
ENSG00000140848	7781
ENSG00000140853	12386
ENSG00000140854	4591
ENSG00000140859	9600
ENSG00000140873	6678
ENSG00000140876	1638
ENSG00000140905	3677
ENSG00000140931	3163
ENSG00000140932	1151
ENSG00000140937	13381
ENSG00000140939	2992
ENSG00000140941	5313
ENSG00000140943	10238
ENSG00000140945	11187
ENSG00000140948	7390
ENSG00000140950	8159
ENSG00000140955	4111
ENSG00000140961	3460
ENSG00000140968	5162
ENSG00000140983	5174
ENSG00000140986	2758
ENSG00000140987	4013
ENSG00000140988	2413
ENSG00000140990	1070
ENSG00000140992	10926
ENSG00000140993	4197
ENSG00000140995	6565
ENSG00000141002	7967
ENSG00000141012	8402
ENSG00000141013	5615
ENSG00000141026	5998
ENSG00000141027	15404
ENSG00000141028	564
ENSG00000141030	2788
ENSG00000141034	5210
ENSG00000141040	3566
ENSG00000141052	8875
ENSG00000141068	12178
ENSG00000141076	5681
ENSG00000141084	6460
ENSG00000141086	2715
ENSG00000141096	2018
ENSG00000141098	8674
ENSG00000141101	2119
ENSG00000141127	4734
ENSG00000141161	5679
ENSG00000141179	5880
ENSG00000141194	4927
ENSG00000141198	7275
ENSG00000141200	2313
ENSG00000141219	4663
ENSG00000141232	2521
ENSG00000141252	20899
ENSG00000141255	2860
ENSG00000141258	9771
ENSG00000141279	11514
ENSG00000141293	2648
ENSG00000141294	2820
ENSG00000141295	3043
ENSG00000141298	12696
ENSG00000141314	5404
ENSG00000141316	1230
ENSG00000141337	6587
ENSG00000141338	11243
ENSG00000141349	4551
ENSG00000141367	11836
ENSG00000141371	1184
ENSG00000141376	14101
ENSG00000141378	4740
ENSG00000141380	6144
ENSG00000141384	5395
ENSG00000141385	6624
ENSG00000141391	2643
ENSG00000141401	3825
ENSG00000141404	8445
ENSG00000141424	3682
ENSG00000141425	8442
ENSG00000141428	2158
ENSG00000141429	5126
ENSG00000141431	13619
ENSG00000141433	3805
ENSG00000141434	2583
ENSG00000141437	1319
ENSG00000141441	7568
ENSG00000141446	5288
ENSG00000141447	8030
ENSG00000141448	3945
ENSG00000141449	10572
ENSG00000141452	3090
ENSG00000141456	6577
ENSG00000141458	10102
ENSG00000141469	7182
ENSG00000141480	4372
ENSG00000141485	9020
ENSG00000141497	3303
ENSG00000141499	5087
ENSG00000141503	7817
ENSG00000141504	1643
ENSG00000141505	3748
ENSG00000141506	7506
ENSG00000141510	5688
ENSG00000141519	9961
ENSG00000141522	2903
ENSG00000141524	8669
ENSG00000141526	8995
ENSG00000141527	8366
ENSG00000141540	5375
ENSG00000141542	6194
ENSG00000141543	4967
ENSG00000141551	11024
ENSG00000141552	4027
ENSG00000141556	13546
ENSG00000141560	2971
ENSG00000141562	7962
ENSG00000141564	10302
ENSG00000141568	9991
ENSG00000141569	3955
ENSG00000141570	4164
ENSG00000141574	2961
ENSG00000141576	7805
ENSG00000141577	3966
ENSG00000141579	3713
ENSG00000141580	3542
ENSG00000141582	2880
ENSG00000141622	11419
ENSG00000141627	7256
ENSG00000141639	7601
ENSG00000141642	3970
ENSG00000141644	6734
ENSG00000141646	13123
ENSG00000141655	8999
ENSG00000141664	10235
ENSG00000141665	6245
ENSG00000141668	5593
ENSG00000141682	2235
ENSG00000141696	3740
ENSG00000141698	2730
ENSG00000141699	5145
ENSG00000141736	10321
ENSG00000141738	3597
ENSG00000141741	2292
ENSG00000141744	1457
ENSG00000141748	3418
ENSG00000141750	3362
ENSG00000141753	2200
ENSG00000141756	4273
ENSG00000141759	5231
ENSG00000141837	43159
ENSG00000141854	2354
ENSG00000141858	2263
ENSG00000141867	12093
ENSG00000141873	4552
ENSG00000141905	9801
ENSG00000141933	3642
ENSG00000141934	7059
ENSG00000141946	2627
ENSG00000141956	13004
ENSG00000141959	8926
ENSG00000141965	9593
ENSG00000141968	4305
ENSG00000141971	4053
ENSG00000141977	711
ENSG00000141979	2567
ENSG00000141985	3685
ENSG00000141994	3642
ENSG00000142002	8324
ENSG00000142025	3389
ENSG00000142039	3821
ENSG00000142046	2796
ENSG00000142065	7817
ENSG00000142082	5202
ENSG00000142089	1348
ENSG00000142102	5260
ENSG00000142149	8294
ENSG00000142156	5343
ENSG00000142163	948
ENSG00000142166	6301
ENSG00000142168	2019
ENSG00000142173	5386
ENSG00000142178	5268
ENSG00000142182	1859
ENSG00000142185	6705
ENSG00000142186	4282
ENSG00000142188	4495
ENSG00000142192	6316
ENSG00000142197	9030
ENSG00000142207	11461
ENSG00000142208	11162
ENSG00000142224	2587
ENSG00000142227	1667
ENSG00000142230	3396
ENSG00000142233	3115
ENSG00000142235	5667
ENSG00000142252	1915
ENSG00000142273	1613
ENSG00000142279	13733
ENSG00000142303	5703
ENSG00000142319	4461
ENSG00000142327	7867
ENSG00000142330	7474
ENSG00000142347	8549
ENSG00000142396	5023
ENSG00000142405	5088
ENSG00000142408	8747
ENSG00000142409	3671
ENSG00000142444	1863
ENSG00000142449	10113
ENSG00000142453	4455
ENSG00000142459	6252
ENSG00000142484	932
ENSG00000142494	5719
ENSG00000142507	1448
ENSG00000142511	1269
ENSG00000142512	3667
ENSG00000142513	1347
ENSG00000142515	4639
ENSG00000142528	6898
ENSG00000142530	1566
ENSG00000142534	1390
ENSG00000142538	459
ENSG00000142539	1265
ENSG00000142541	2369
ENSG00000142544	2087
ENSG00000142546	4248
ENSG00000142549	2606
ENSG00000142552	2093
ENSG00000142556	5813
ENSG00000142583	6693
ENSG00000142599	11503
ENSG00000142606	3844
ENSG00000142609	10422
ENSG00000142611	9767
ENSG00000142615	1519
ENSG00000142619	3189
ENSG00000142621	12805
ENSG00000142623	4903
ENSG00000142627	4159
ENSG00000142632	3745
ENSG00000142634	2531
ENSG00000142655	2995
ENSG00000142657	2966
ENSG00000142661	9254
ENSG00000142669	1786
ENSG00000142675	4043
ENSG00000142676	2659
ENSG00000142677	2798
ENSG00000142684	769
ENSG00000142686	3629
ENSG00000142687	9629
ENSG00000142694	1211
ENSG00000142698	2576
ENSG00000142700	3225
ENSG00000142731	4482
ENSG00000142733	4951
ENSG00000142748	2167
ENSG00000142751	4979
ENSG00000142765	5584
ENSG00000142784	6024
ENSG00000142789	1224
ENSG00000142794	6812
ENSG00000142798	18104
ENSG00000142856	5459
ENSG00000142864	7676
ENSG00000142867	4618
ENSG00000142871	2455
ENSG00000142875	6730
ENSG00000142892	5513
ENSG00000142910	5281
ENSG00000142920	6559
ENSG00000142937	2847
ENSG00000142945	3646
ENSG00000142949	10712
ENSG00000142959	2047
ENSG00000142961	5916
ENSG00000142973	3466
ENSG00000143001	1097
ENSG00000143006	2440
ENSG00000143013	5833
ENSG00000143028	3963
ENSG00000143032	1979
ENSG00000143033	5909
ENSG00000143036	2869
ENSG00000143061	7400
ENSG00000143067	5041
ENSG00000143079	7404
ENSG00000143093	7352
ENSG00000143105	1959
ENSG00000143106	5724
ENSG00000143107	3332
ENSG00000143110	2768
ENSG00000143119	2152
ENSG00000143125	1338
ENSG00000143126	12349
ENSG00000143127	6320
ENSG00000143147	11224
ENSG00000143149	3308
ENSG00000143153	2962
ENSG00000143155	3220
ENSG00000143156	5737
ENSG00000143157	8448
ENSG00000143158	2552
ENSG00000143162	3286
ENSG00000143164	6306
ENSG00000143167	3200
ENSG00000143171	2696
ENSG00000143178	3647
ENSG00000143179	7067
ENSG00000143183	5584
ENSG00000143184	1367
ENSG00000143185	565
ENSG00000143190	16078
ENSG00000143194	3148
ENSG00000143195	13884
ENSG00000143196	1786
ENSG00000143198	8401
ENSG00000143199	6139
ENSG00000143207	4384
ENSG00000143217	3502
ENSG00000143222	2274
ENSG00000143224	4607
ENSG00000143226	5314
ENSG00000143228	3362
ENSG00000143248	6821
ENSG00000143252	14160
ENSG00000143256	677
ENSG00000143257	3305
ENSG00000143258	3764
ENSG00000143278	2900
ENSG00000143294	4108
ENSG00000143297	12419
ENSG00000143303	3169
ENSG00000143314	1695
ENSG00000143315	7039
ENSG00000143318	2176
ENSG00000143319	5262
ENSG00000143320	1100
ENSG00000143321	3745
ENSG00000143322	13257
ENSG00000143324	8903
ENSG00000143333	2427
ENSG00000143337	9615
ENSG00000143340	2909
ENSG00000143341	18579
ENSG00000143344	5305
ENSG00000143353	2966
ENSG00000143355	10442
ENSG00000143363	3156
ENSG00000143365	6314
ENSG00000143367	3878
ENSG00000143368	2245
ENSG00000143369	3360
ENSG00000143373	6349
ENSG00000143374	4077
ENSG00000143375	6616
ENSG00000143376	16711
ENSG00000143379	7093
ENSG00000143382	6432
ENSG00000143384	4371
ENSG00000143387	1887
ENSG00000143390	4586
ENSG00000143393	5456
ENSG00000143398	5405
ENSG00000143401	3605
ENSG00000143409	3792
ENSG00000143412	1826
ENSG00000143416	3504
ENSG00000143418	4644
ENSG00000143420	5493
ENSG00000143429	3057
ENSG00000143434	5809
ENSG00000143436	1812
ENSG00000143437	6516
ENSG00000143442	10272
ENSG00000143443	2331
ENSG00000143450	4633
ENSG00000143452	2405
ENSG00000143457	3329
ENSG00000143458	9189
ENSG00000143469	13926
ENSG00000143473	9812
ENSG00000143476	4916
ENSG00000143479	4336
ENSG00000143486	8064
ENSG00000143493	5311
ENSG00000143494	9086
ENSG00000143498	2895
ENSG00000143499	4889
ENSG00000143502	4710
ENSG00000143507	2914
ENSG00000143512	3289
ENSG00000143514	5991
ENSG00000143515	7572
ENSG00000143520	9124
ENSG00000143536	1902
ENSG00000143537	6584
ENSG00000143543	1496
ENSG00000143545	2751
ENSG00000143546	1006
ENSG00000143549	8389
ENSG00000143552	5889
ENSG00000143553	1544
ENSG00000143554	5470
ENSG00000143556	536
ENSG00000143569	7503
ENSG00000143570	3388
ENSG00000143575	2155
ENSG00000143578	2904
ENSG00000143590	1909
ENSG00000143595	2292
ENSG00000143603	13598
ENSG00000143612	2670
ENSG00000143614	9247
ENSG00000143621	2281
ENSG00000143622	3919
ENSG00000143624	10450
ENSG00000143627	3168
ENSG00000143630	4121
ENSG00000143631	12747
ENSG00000143632	1495
ENSG00000143633	5413
ENSG00000143641	7743
ENSG00000143643	4212
ENSG00000143653	2503
ENSG00000143669	19614
ENSG00000143674	7916
ENSG00000143702	10939
ENSG00000143727	4160
ENSG00000143740	6580
ENSG00000143742	1728
ENSG00000143748	4813
ENSG00000143751	3975
ENSG00000143753	2515
ENSG00000143756	6044
ENSG00000143761	3281
ENSG00000143768	2392
ENSG00000143771	5098
ENSG00000143772	7036
ENSG00000143774	4725
ENSG00000143776	14055
ENSG00000143786	6386
ENSG00000143793	4308
ENSG00000143797	8798
ENSG00000143799	7169
ENSG00000143801	3752
ENSG00000143811	3602
ENSG00000143815	5257
ENSG00000143816	3971
ENSG00000143819	2508
ENSG00000143839	1734
ENSG00000143842	7420
ENSG00000143845	4472
ENSG00000143847	9707
ENSG00000143850	8251
ENSG00000143851	5906
ENSG00000143858	7774
ENSG00000143862	1975
ENSG00000143867	5309
ENSG00000143869	9749
ENSG00000143870	4101
ENSG00000143878	2372
ENSG00000143882	3483
ENSG00000143889	5923
ENSG00000143891	2790
ENSG00000143919	3991
ENSG00000143921	10185
ENSG00000143924	8357
ENSG00000143933	6466
ENSG00000143942	1321
ENSG00000143947	3130
ENSG00000143951	11776
ENSG00000143952	5091
ENSG00000143954	1845
ENSG00000143970	13023
ENSG00000143971	7480
ENSG00000143977	1795
ENSG00000143994	4630
ENSG00000143995	10934
ENSG00000144010	1668
ENSG00000144015	1682
ENSG00000144021	4031
ENSG00000144026	6813
ENSG00000144028	10926
ENSG00000144029	6719
ENSG00000144031	2526
ENSG00000144034	2047
ENSG00000144035	947
ENSG00000144036	10197
ENSG00000144040	11087
ENSG00000144043	4260
ENSG00000144045	2940
ENSG00000144048	3544
ENSG00000144057	7708
ENSG00000144061	11763
ENSG00000144063	3167
ENSG00000144115	6431
ENSG00000144118	2915
ENSG00000144119	2043
ENSG00000144120	2588
ENSG00000144130	4225
ENSG00000144134	6008
ENSG00000144136	5577
ENSG00000144152	6578
ENSG00000144158	768
ENSG00000144161	6600
ENSG00000144182	2279
ENSG00000144188	1028
ENSG00000144191	4378
ENSG00000144199	2662
ENSG00000144214	1093
ENSG00000144218	12737
ENSG00000144224	5112
ENSG00000144227	1052
ENSG00000144228	6468
ENSG00000144229	6761
ENSG00000144230	2671
ENSG00000144231	5226
ENSG00000144233	4761
ENSG00000144278	6520
ENSG00000144283	9525
ENSG00000144285	16946
ENSG00000144290	7550
ENSG00000144306	4144
ENSG00000144320	9122
ENSG00000144331	5310
ENSG00000144339	6632
ENSG00000144354	3934
ENSG00000144355	3656
ENSG00000144357	10063
ENSG00000144362	1488
ENSG00000144366	11979
ENSG00000144369	5826
ENSG00000144381	4245
ENSG00000144395	9683
ENSG00000144401	6798
ENSG00000144406	19258
ENSG00000144407	4390
ENSG00000144410	1209
ENSG00000144426	16376
ENSG00000144445	8491
ENSG00000144451	8257
ENSG00000144452	9416
ENSG00000144455	6952
ENSG00000144460	5461
ENSG00000144468	6926
ENSG00000144476	2258
ENSG00000144481	7903
ENSG00000144485	2037
ENSG00000144488	5362
ENSG00000144504	11477
ENSG00000144524	6066
ENSG00000144535	11337
ENSG00000144550	2335
ENSG00000144554	8378
ENSG00000144559	5925
ENSG00000144560	7236
ENSG00000144566	3785
ENSG00000144567	5689
ENSG00000144579	4727
ENSG00000144580	5289
ENSG00000144583	4447
ENSG00000144589	5694
ENSG00000144591	5332
ENSG00000144596	11885
ENSG00000144597	5152
ENSG00000144619	9120
ENSG00000144635	6132
ENSG00000144642	18339
ENSG00000144644	7330
ENSG00000144645	11976
ENSG00000144647	2668
ENSG00000144648	5457
ENSG00000144649	4411
ENSG00000144655	3214
ENSG00000144659	2708
ENSG00000144668	8277
ENSG00000144671	3659
ENSG00000144674	10737
ENSG00000144677	5796
ENSG00000144681	4396
ENSG00000144711	8550
ENSG00000144712	5587
ENSG00000144713	3720
ENSG00000144724	14629
ENSG00000144730	9561
ENSG00000144736	5841
ENSG00000144741	5850
ENSG00000144744	4106
ENSG00000144746	2522
ENSG00000144747	7911
ENSG00000144749	7032
ENSG00000144771	1584
ENSG00000144785	1053
ENSG00000144791	12673
ENSG00000144792	6513
ENSG00000144802	5902
ENSG00000144810	9408
ENSG00000144815	8635
ENSG00000144820	4091
ENSG00000144821	7694
ENSG00000144824	12309
ENSG00000144827	3021
ENSG00000144834	1791
ENSG00000144837	2202
ENSG00000144840	4684
ENSG00000144843	4615
ENSG00000144847	4899
ENSG00000144848	6111
ENSG00000144852	5381
ENSG00000144857	10330
ENSG00000144867	4180
ENSG00000144868	8425
ENSG00000144891	3478
ENSG00000144893	12619
ENSG00000144895	4131
ENSG00000144908	13712
ENSG00000144909	4191
ENSG00000144935	4768
ENSG00000144959	4808
ENSG00000144962	2106
ENSG00000145002	1366
ENSG00000145012	25535
ENSG00000145014	4561
ENSG00000145016	8613
ENSG00000145020	5746
ENSG00000145022	2747
ENSG00000145029	2929
ENSG00000145040	1481
ENSG00000145041	6849
ENSG00000145050	2383
ENSG00000145063	2705
ENSG00000145075	4978
ENSG00000145087	11085
ENSG00000145088	1770
ENSG00000145103	3006
ENSG00000145107	1899
ENSG00000145113	21325
ENSG00000145147	9712
ENSG00000145191	7188
ENSG00000145192	2353
ENSG00000145194	4729
ENSG00000145198	5730
ENSG00000145214	4970
ENSG00000145216	5636
ENSG00000145217	4293
ENSG00000145220	2319
ENSG00000145241	8613
ENSG00000145242	9833
ENSG00000145244	10087
ENSG00000145246	7965
ENSG00000145247	2483
ENSG00000145248	1790
ENSG00000145283	1502
ENSG00000145284	4292
ENSG00000145287	3853
ENSG00000145293	2025
ENSG00000145309	1532
ENSG00000145321	2381
ENSG00000145331	4379
ENSG00000145332	7354
ENSG00000145335	4014
ENSG00000145337	1361
ENSG00000145348	11112
ENSG00000145349	7363
ENSG00000145354	6352
ENSG00000145358	2994
ENSG00000145362	18224
ENSG00000145365	4250
ENSG00000145375	8247
ENSG00000145384	2478
ENSG00000145386	2798
ENSG00000145388	6862
ENSG00000145390	11950
ENSG00000145391	13916
ENSG00000145414	4808
ENSG00000145416	10421
ENSG00000145423	2032
ENSG00000145425	2341
ENSG00000145428	4390
ENSG00000145431	5593
ENSG00000145439	5110
ENSG00000145451	9599
ENSG00000145476	9807
ENSG00000145491	1817
ENSG00000145494	1451
ENSG00000145495	11336
ENSG00000145506	2885
ENSG00000145526	4853
ENSG00000145536	5863
ENSG00000145545	7715
ENSG00000145555	13963
ENSG00000145569	4074
ENSG00000145592	8153
ENSG00000145604	3837
ENSG00000145623	7174
ENSG00000145626	8485
ENSG00000145632	4768
ENSG00000145642	1348
ENSG00000145649	894
ENSG00000145675	10767
ENSG00000145681	6956
ENSG00000145685	7977
ENSG00000145687	11284
ENSG00000145692	3519
ENSG00000145700	6273
ENSG00000145703	7904
ENSG00000145708	2803
ENSG00000145715	5232
ENSG00000145721	4115
ENSG00000145723	4182
ENSG00000145725	17270
ENSG00000145730	8846
ENSG00000145734	12436
ENSG00000145736	8676
ENSG00000145740	5784
ENSG00000145741	2467
ENSG00000145743	8125
ENSG00000145757	2811
ENSG00000145777	4282
ENSG00000145779	9591
ENSG00000145780	5816
ENSG00000145781	2464
ENSG00000145782	8888
ENSG00000145794	9007
ENSG00000145808	5408
ENSG00000145817	3701
ENSG00000145819	17158
ENSG00000145824	1975
ENSG00000145826	2175
ENSG00000145832	8371
ENSG00000145833	9222
ENSG00000145835	352
ENSG00000145839	591
ENSG00000145850	1555
ENSG00000145860	4614
ENSG00000145861	2414
ENSG00000145863	3738
ENSG00000145864	10002
ENSG00000145868	8722
ENSG00000145879	1545
ENSG00000145882	6069
ENSG00000145888	2434
ENSG00000145901	5793
ENSG00000145907	12406
ENSG00000145908	4411
ENSG00000145911	6080
ENSG00000145912	1510
ENSG00000145916	7701
ENSG00000145919	2018
ENSG00000145920	7099
ENSG00000145934	11042
ENSG00000145936	6079
ENSG00000145945	1948
ENSG00000145949	6059
ENSG00000145975	3138
ENSG00000145979	8300
ENSG00000145982	4835
ENSG00000145990	10686
ENSG00000145996	4602
ENSG00000146001	3197
ENSG00000146005	4513
ENSG00000146006	6095
ENSG00000146007	1812
ENSG00000146013	2039
ENSG00000146021	11854
ENSG00000146038	4996
ENSG00000146039	4633
ENSG00000146047	516
ENSG00000146049	1382
ENSG00000146054	7338
ENSG00000146063	12803
ENSG00000146066	668
ENSG00000146067	5804
ENSG00000146070	2026
ENSG00000146072	3595
ENSG00000146083	5660
ENSG00000146085	3749
ENSG00000146090	2961
ENSG00000146094	4823
ENSG00000146109	2949
ENSG00000146112	4599
ENSG00000146122	12955
